,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
631,Hyundai,2015,12.367340793126296,50000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
632,Mahindra,2016,13.9108207377686,60000,Diesel,Individual,Manual,1,15.4,2179.0,120.0,7.0
633,Maruti,2019,12.793859310432293,25000,Petrol,Individual,Manual,1,23.95,998.0,67.05,5.0
634,Hyundai,2014,12.84792653170257,50000,Diesel,Individual,Manual,2,24.0,1120.0,70.0,5.0
635,Ford,2016,13.38472764187182,125000,Diesel,Individual,Manual,1,22.77,1498.0,98.59,5.0
636,Maruti,2016,12.765688433465597,80000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
637,Mahindra,2017,13.458835614025542,70000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
638,Hyundai,2010,12.506177237980511,90000,Diesel,Individual,Manual,3,23.0,1396.0,90.0,5.0
639,Tata,2017,13.017002861746503,50000,Diesel,Individual,Manual,1,22.95,1248.0,74.0,5.0
640,Mahindra,2016,13.353475098367715,101000,Diesel,Individual,Manual,1,16.55,2498.0,105.0,6.0
641,Mahindra,2010,12.345830240069793,168000,Diesel,Individual,Manual,1,14.0,2498.0,112.0,7.0
642,Mahindra,2010,12.345830240069793,168000,Diesel,Individual,Manual,1,14.0,2498.0,112.0,7.0
643,Maruti,2011,12.506177237980511,40000,Petrol,Individual,Manual,1,18.9,998.0,67.1,5.0
644,Tata,2009,11.813030057420567,28900,Petrol,Individual,Manual,2,0.0,1172.0,65.0,5.0
645,Maruti,2012,12.524526376648708,20000,Petrol,Individual,Manual,1,18.9,998.0,67.1,5.0
646,Jaguar,2017,14.780591454007862,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
647,Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
648,Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
649,Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
650,Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
651,Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
652,Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998.0,67.05,5.0
653,Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,1,27.39,1248.0,74.0,5.0
654,Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
655,Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
656,Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197.0,81.8,5.0
657,Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496.0,88.73,5.0
658,Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,1,22.0,1197.0,81.8,5.0
659,Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,1,24.0,1186.0,73.97,5.0
660,BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
661,BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
662,Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
663,Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,1,14.3,1598.0,103.5,5.0
664,Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,1,16.8,1984.0,150.0,5.0
665,Mahindra,2015,13.359804233419363,165000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
666,Maruti,2012,12.367340793126296,98500,Petrol,Individual,Manual,2,19.0,998.0,66.1,5.0
667,Hyundai,2008,12.524526376648708,98000,Petrol,Individual,Manual,3,20.36,1197.0,78.9,5.0
668,Mahindra,2014,13.458835614025542,40000,Diesel,Individual,Manual,2,16.55,2498.0,105.0,6.0
669,Fiat,2013,12.89921982609012,90000,Diesel,Individual,Manual,1,20.3,1248.0,92.0,5.0
670,Maruti,2012,12.2783933071098,90000,Petrol,Individual,Manual,3,19.7,796.0,46.3,5.0
671,Hyundai,2009,11.918390573078392,110000,Diesel,Individual,Manual,2,17.1,1493.0,110.0,5.0
672,Maruti,2018,13.764217263576723,77800,Diesel,Individual,Manual,1,25.1,1248.0,88.5,5.0
673,Mahindra,2015,13.500799813124575,100000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
674,Tata,2012,11.813030057420567,120000,Diesel,Individual,Manual,2,19.0,1405.0,71.0,5.0
675,Hyundai,2016,12.765688433465597,80000,Petrol,Individual,Manual,2,19.1,1197.0,82.0,5.0
676,Mahindra,2018,13.190022025878143,21000,Petrol,Individual,Manual,2,18.15,1198.0,82.0,6.0
677,Maruti,2018,13.028052697933088,100000,Petrol,Individual,Manual,2,19.0,1197.0,85.8,5.0
678,Maruti,2019,13.39239051461739,25000,Petrol,Individual,Manual,1,21.21,1197.0,81.8,5.0
679,Ford,2019,13.592367006650065,30000,Diesel,Individual,Manual,3,23.0,1498.0,98.96,5.0
680,Toyota,2018,13.9108207377686,25000,Petrol,Individual,Automatic,1,17.8,1496.0,105.5,5.0
681,Mercedes-Benz,2016,14.914122846632385,40000,Diesel,Individual,Automatic,1,13.0,2143.0,204.0,5.0
682,Toyota,2012,14.018451401960965,160000,Diesel,Individual,Automatic,1,11.5,2982.0,169.0,7.0
683,Mahindra,2018,12.736700896592344,51492,Petrol,Individual,Manual,1,18.15,1198.0,82.0,6.0
684,Volkswagen,2011,12.611537753638338,72000,Diesel,Individual,Manual,2,20.54,1598.0,103.6,5.0
685,Ford,2016,12.821258284620408,60000,Petrol,Individual,Manual,1,18.16,1196.0,86.8,5.0
686,Mahindra,2013,12.706847933442663,136000,Diesel,Individual,Manual,2,15.96,2523.0,62.1,7.0
687,Hyundai,2014,12.380025952653611,60000,Petrol,Individual,Manual,1,17.92,1086.0,62.1,5.0
688,Hyundai,2006,11.184421397998193,110000,Petrol,Individual,Manual,2,,,,
689,Hyundai,2013,12.206072645530174,90000,Petrol,Individual,Manual,1,17.92,1086.0,62.1,5.0
690,Nissan,2014,12.676076274775909,91000,Diesel,Individual,Manual,4,22.71,1461.0,84.8,5.0
691,Hyundai,2009,11.652678711655406,90000,Petrol,Individual,Manual,4,17.92,1086.0,62.1,5.0
692,Maruti,2015,12.676076274775909,50000,Petrol,Individual,Manual,2,20.51,998.0,67.04,5.0
693,Hyundai,2010,12.254862809699606,20000,Petrol,Individual,Manual,1,19.81,1086.0,68.05,5.0
694,Mahindra,2011,12.206072645530174,120000,Diesel,Individual,Manual,1,14.0,2489.0,95.0,8.0
695,Maruti,2009,11.813030057420567,150000,Petrol,Individual,Manual,2,18.9,1061.0,67.0,5.0
696,Tata,2015,12.765688433465597,52000,Diesel,Individual,Manual,1,19.09,1405.0,69.01,5.0
697,Mahindra,2014,12.765688433465597,167000,Diesel,Individual,Manual,2,13.6,2523.0,63.0,8.0
698,Maruti,2017,13.42984807715229,40000,Diesel,Individual,Manual,1,28.4,1248.0,74.02,5.0
699,Maruti,2010,12.206072645530174,190000,Diesel,Individual,Manual,2,17.8,1248.0,75.0,5.0
700,Renault,2016,12.611537753638338,50000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
701,Mahindra,2011,12.506177237980511,70000,Diesel,Individual,Manual,2,14.0,2498.0,112.0,7.0
702,Maruti,2012,12.323855681186558,80000,Petrol,Individual,Manual,2,18.9,998.0,67.1,5.0
703,Mahindra,2008,12.429216196844383,120000,Diesel,Individual,Manual,1,13.6,2523.0,63.0,8.0
704,Mahindra,2015,13.287877815881902,40000,Diesel,Individual,Manual,2,18.49,1493.0,100.0,7.0
705,Hyundai,2015,12.577636201962656,17000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
706,Maruti,2010,11.512925464970229,180000,Petrol,Individual,Manual,2,19.0,998.0,67.1,5.0
707,Maruti,2016,12.886641043883259,50000,Petrol,Individual,Manual,1,23.1,998.0,67.04,5.0
708,Hyundai,2014,12.180754837545884,65000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
709,Tata,2011,10.714417768752456,10000,Petrol,Individual,Manual,3,26.0,624.0,35.0,4.0
710,Mahindra,2009,12.506177237980511,70000,Diesel,Individual,Manual,2,13.6,2523.0,63.0,8.0
711,Chevrolet,2014,13.304684934198283,90000,Diesel,Individual,Manual,2,13.58,2499.0,72.4,9.0
712,Hyundai,2015,13.480037821676145,50000,Diesel,Individual,Manual,1,22.54,1396.0,88.73,5.0
713,Hyundai,2019,13.304684934198283,10000,Petrol,Individual,Manual,1,18.6,1197.0,81.86,5.0
714,Mahindra,2019,13.681979165339751,25000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
715,Mahindra,2011,12.948009990259552,100000,Diesel,Individual,Manual,2,13.5,2179.0,115.0,5.0
716,Honda,2007,12.691580461311874,70000,Petrol,Individual,Automatic,2,10.1,2354.0,152.0,5.0
717,Datsun,2017,12.86099861326992,30000,Petrol,Individual,Manual,1,20.63,1198.0,67.06,5.0
718,Mahindra,2016,12.611537753638338,40000,Petrol,Individual,Manual,1,18.15,1198.0,82.0,6.0
719,Hyundai,2012,12.721885810807203,135000,Diesel,Individual,Manual,1,21.9,1396.0,88.76,5.0
720,Maruti,2014,12.611537753638338,35000,Petrol,Individual,Manual,1,23.1,998.0,67.04,5.0
721,Hyundai,2004,11.289781913656018,120000,Petrol,Individual,Manual,2,13.2,1495.0,94.0,5.0
722,Mahindra,2012,12.89921982609012,120000,Diesel,Individual,Manual,1,15.96,2523.0,62.1,7.0
723,Tata,2012,12.031719258385396,190000,Diesel,Individual,Manual,2,19.09,1396.0,69.0,5.0
724,Mahindra,2016,13.217673557208654,120000,Diesel,Individual,Manual,1,15.96,2523.0,62.1,9.0
725,Toyota,2012,12.611537753638338,120000,Diesel,Individual,Manual,2,,,,
726,Mahindra,2011,12.676076274775909,175000,Diesel,Individual,Manual,3,13.6,2523.0,63.0,7.0
727,Mahindra,2011,12.676076274775909,175000,Diesel,Individual,Manual,3,15.96,2523.0,63.0,9.0
728,Nissan,2011,12.765688433465597,25000,Petrol,Individual,Manual,2,16.95,1498.0,97.7,5.0
729,Tata,2013,12.542544882151386,80000,Diesel,Individual,Manual,1,21.02,1248.0,88.76,5.0
730,Hyundai,2017,13.217673557208654,70000,Diesel,Individual,Manual,2,24.4,1120.0,71.0,5.0
731,Hyundai,2018,13.122363377404328,10000,Petrol,Individual,Manual,1,20.14,1197.0,81.86,5.0
732,Ford,2019,13.458835614025542,6000,Petrol,Individual,Manual,1,19.0,1194.0,94.68,5.0
733,Skoda,2013,12.84792653170257,90000,Diesel,Individual,Manual,2,20.5,1598.0,103.5,5.0
734,Mahindra,2012,12.736700896592344,110000,Diesel,Individual,Manual,2,15.96,2523.0,63.0,9.0
735,Mahindra,2007,11.982929094215963,120000,Diesel,Individual,Manual,3,13.6,2523.0,63.0,9.0
736,Toyota,2014,13.527828485512494,50000,Diesel,Individual,Manual,1,12.99,2494.0,100.6,7.0
737,Hyundai,2018,13.182517300224076,20000,Petrol,Individual,Automatic,1,18.9,1197.0,81.86,5.0
738,Renault,2017,12.611537753638338,35000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
739,Volkswagen,2014,12.765688433465597,60000,Diesel,Individual,Manual,2,20.14,1498.0,88.8,5.0
740,Chevrolet,2010,11.918390573078392,68000,Petrol,Individual,Manual,4,18.6,1199.0,79.4,5.0
741,Maruti,2015,13.017002861746503,30000,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
742,Mahindra,2017,14.301018373745976,54000,Diesel,Individual,Manual,1,16.0,2179.0,140.0,7.0
743,Maruti,2006,11.84939770159144,65000,Petrol,Individual,Manual,3,,,,
744,Mahindra,2004,12.429216196844383,80000,Diesel,Individual,Manual,3,,,,
745,Tata,2006,11.350406535472453,120000,Diesel,Individual,Manual,3,16.8,1405.0,68.0,5.0
746,Hyundai,2018,13.017002861746503,30000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
747,Maruti,2011,12.043553716032399,55113,Petrol,Individual,Manual,1,,,,
748,Tata,2017,12.793859310432293,50000,Diesel,Individual,Manual,1,27.28,1047.0,69.0,5.0
749,Maruti,2020,12.873902018105829,6000,Petrol,Individual,Manual,1,23.95,998.0,67.05,5.0
750,Maruti,2011,11.884489021402711,50000,Petrol,Individual,Manual,2,15.37,1196.0,73.0,7.0
751,Mahindra,2012,13.199324418540456,90000,Diesel,Individual,Manual,3,12.05,2179.0,120.0,8.0
752,Toyota,2008,12.577636201962656,126000,Diesel,Individual,Manual,3,12.8,2494.0,102.0,8.0
753,Tata,2013,12.611537753638338,90000,Diesel,Individual,Manual,1,25.0,1396.0,69.0,5.0
754,Ford,2017,13.244581010128577,80000,Petrol,Individual,Manual,1,18.16,1196.0,86.8,5.0
755,Mahindra,2011,12.996800154428984,70000,Diesel,Individual,Manual,2,10.5,2609.0,120.0,7.0
756,Hyundai,2003,10.819778284410283,80000,Petrol,Individual,Manual,2,,,,
757,Hyundai,2011,12.100712129872347,80000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
758,Hyundai,2013,12.206072645530174,80000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
759,Maruti,2005,11.350406535472453,150000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
760,Tata,2006,11.119882876860622,110000,Diesel,Individual,Manual,4,17.88,1396.0,52.8,5.0
761,Maruti,2016,13.458835614025542,110000,Diesel,Individual,Manual,2,24.3,1248.0,88.5,5.0
762,Volkswagen,2010,12.524526376648708,80000,Diesel,Individual,Manual,4,22.07,1199.0,73.9,5.0
763,Hyundai,2019,13.304684934198283,20000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
764,Mahindra,2011,12.429216196844383,120000,Diesel,Individual,Manual,1,13.0,2489.0,95.0,8.0
765,Mahindra,2016,13.304684934198283,120000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
766,Fiat,2010,12.206072645530174,80000,Diesel,Individual,Manual,2,20.4,1248.0,91.2,5.0
767,Hyundai,2015,12.959844447906553,91500,Diesel,Individual,Manual,2,24.0,1120.0,70.0,5.0
768,Maruti,2012,12.948009990259552,120000,Diesel,Individual,Manual,2,19.3,1248.0,73.9,5.0
769,Hyundai,2012,12.679196402112153,100000,Diesel,Individual,Manual,2,23.0,1396.0,90.0,5.0
770,Mahindra,2012,12.765688433465597,120000,Diesel,Individual,Manual,4,14.0,2498.0,112.0,8.0
771,Honda,2017,13.102160670086809,80000,Petrol,Individual,Manual,1,17.8,1198.0,86.7,5.0
772,Mahindra,2015,13.42984807715229,90000,Diesel,Individual,Manual,1,15.4,2523.0,75.0,7.0
773,Maruti,2016,12.604848765487542,70000,Petrol,Individual,Manual,1,23.95,998.0,67.05,5.0
774,Hyundai,1999,11.289781913656018,110000,Petrol,Individual,Manual,2,,,,
775,Mahindra,2011,13.017002861746503,150000,Diesel,Individual,Manual,4,13.5,2179.0,115.0,5.0
776,Skoda,2010,12.89921982609012,60000,Petrol,Individual,Automatic,2,,,,
777,Tata,2012,12.429216196844383,40000,Diesel,Individual,Manual,1,22.3,1248.0,74.0,5.0
778,Ford,2013,13.8878312195439,110000,Diesel,Individual,Automatic,3,12.8,2953.0,156.0,7.0
779,Hyundai,2017,13.122363377404328,20000,Petrol,Individual,Manual,1,18.9,1197.0,82.0,5.0
780,Ford,2019,13.43131758513165,10000,Petrol,Individual,Manual,1,19.0,1194.0,94.68,5.0
781,Mahindra,2014,13.38472764187182,90000,Diesel,Individual,Manual,2,15.1,2179.0,140.0,7.0
782,Chevrolet,2008,11.289781913656018,70000,Petrol,Individual,Manual,2,15.26,1150.0,74.9,5.0
783,Mahindra,2009,12.577636201962656,120000,Diesel,Individual,Manual,1,13.6,2523.0,63.0,7.0
784,Mahindra,2006,12.301382825334498,120000,Diesel,Individual,Manual,2,10.5,2179.0,120.0,8.0
785,Hyundai,2009,11.695247021764184,90000,Petrol,Individual,Manual,2,0.0,1086.0,62.0,5.0
786,Datsun,2017,12.345830240069793,80000,Petrol,Individual,Manual,1,22.7,799.0,53.0,5.0
787,Mahindra,2003,11.918390573078392,132478,Diesel,Individual,Manual,2,13.6,2523.0,63.0,7.0
788,Maruti,2014,13.122363377404328,45000,Petrol,Individual,Manual,1,19.1,1197.0,85.8,5.0
789,Tata,2013,12.072541252905651,120000,Diesel,Individual,Manual,1,19.09,1396.0,69.0,5.0
790,Ford,2019,13.487006490992238,10000,Petrol,Individual,Manual,1,19.0,1194.0,94.68,5.0
791,Maruti,2012,11.512925464970229,51000,Petrol,Individual,Manual,1,16.1,796.0,37.0,4.0
792,Honda,2009,12.429216196844383,105000,Petrol,Individual,Automatic,2,12.9,1799.0,130.0,5.0
793,Mahindra,2014,13.604789526648622,100000,Diesel,Individual,Manual,1,15.1,2179.0,140.0,7.0
794,Maruti,2010,12.013700752882718,30000,Petrol,Individual,Manual,3,19.7,796.0,46.3,5.0
795,Chevrolet,2016,12.923909999653127,60000,Diesel,Individual,Manual,2,12.2,1994.0,105.3,10.0
796,Maruti,2013,12.971540487669746,86000,Diesel,Individual,Manual,2,22.9,1248.0,74.0,5.0
797,Datsun,2015,12.611537753638338,15000,Petrol,Individual,Manual,1,20.62,1198.0,67.0,7.0
798,Maruti,2011,12.765688433465597,137500,Diesel,Individual,Manual,3,19.3,1248.0,73.9,5.0
799,Renault,2018,12.89921982609012,60000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
800,Chevrolet,2016,12.948009990259552,70000,Diesel,Individual,Manual,1,18.2,1248.0,73.74,7.0
801,Maruti,2015,12.971540487669746,5000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
802,Maruti,2017,13.258640995696876,30000,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
803,Hyundai,2015,12.254862809699606,40000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
804,Renault,2015,13.304684934198283,60000,Diesel,Individual,Manual,1,19.01,1461.0,108.45,5.0
805,Honda,2008,11.918390573078392,70000,Petrol,Individual,Manual,3,17.7,1497.0,78.0,5.0
806,Tata,2019,13.217673557208654,15000,Petrol,Individual,Manual,1,20.3,1199.0,84.0,5.0
807,Maruti,2011,12.676076274775909,110000,Diesel,Individual,Manual,2,19.3,1248.0,73.9,5.0
808,Maruti,2000,11.289781913656018,70000,Petrol,Individual,Manual,4,16.1,796.0,37.0,4.0
809,Honda,2019,13.592367006650065,10000,Diesel,Individual,Manual,1,27.4,1498.0,98.63,5.0
810,Maruti,2013,13.122363377404328,60000,Petrol,Individual,Manual,1,16.02,1373.0,93.7,7.0
811,Tata,2011,12.345830240069793,110000,Diesel,Individual,Manual,2,18.8,1248.0,90.0,5.0
812,Maruti,2013,13.122363377404328,60000,Petrol,Individual,Manual,1,16.02,1373.0,93.7,7.0
813,Hyundai,2015,13.353475098367715,35000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
814,Maruti,2016,12.154779351142624,70000,Petrol,Individual,Manual,2,16.8,796.0,34.2,8.0
815,Tata,2011,12.345830240069793,110000,Diesel,Individual,Manual,2,18.8,1248.0,90.0,5.0
816,Mahindra,2011,13.017002861746503,100000,Diesel,Individual,Manual,2,13.6,2523.0,63.0,7.0
817,Maruti,2008,11.461632170582678,120000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
818,Maruti,2009,11.522875795823397,90000,Petrol,Individual,Manual,4,19.7,796.0,35.0,8.0
819,Honda,2016,13.122363377404328,70000,Diesel,Individual,Manual,2,25.8,1498.0,98.6,5.0
820,Toyota,2014,13.835312204867817,88000,Diesel,Individual,Manual,2,12.99,2494.0,100.6,7.0
821,Hyundai,2012,12.404923504275338,38000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
822,Maruti,2013,12.429216196844383,90000,Petrol,Individual,Manual,2,20.51,998.0,67.04,5.0
823,Maruti,2016,13.399995114002609,60000,Petrol,Individual,Manual,1,21.4,1197.0,83.1,5.0
824,Hyundai,2010,12.506177237980511,60000,Petrol,Individual,Manual,1,18.5,1197.0,80.0,5.0
825,Maruti,2012,12.542544882151386,156060,Diesel,Individual,Manual,1,23.2,1248.0,73.94,5.0
826,Hyundai,2017,13.864300722133706,60000,Diesel,Individual,Manual,1,19.67,1582.0,126.2,5.0
827,Maruti,2017,13.17115354157376,70000,Petrol,Individual,Manual,1,20.85,1197.0,83.14,5.0
828,Hyundai,2017,13.652991628466498,35000,Diesel,Individual,Manual,1,23.9,1582.0,126.2,5.0
829,Mahindra,2016,13.968231644981937,50000,Diesel,Individual,Manual,1,16.0,1997.0,140.0,7.0
830,Maruti,2012,12.751299696013497,50000,Petrol,Individual,Manual,2,18.6,1197.0,85.8,5.0
831,Hyundai,2007,11.461632170582678,100000,Petrol,Individual,Manual,2,17.8,1086.0,63.0,5.0
832,Maruti,2015,12.392552212472792,15000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
833,Maruti,2015,12.367340793126296,20000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
834,Ford,2015,13.329377546788654,80000,Diesel,Individual,Manual,1,22.77,1498.0,98.59,5.0
835,Mahindra,2014,12.765688433465597,110000,Diesel,Individual,Manual,2,20.8,1461.0,64.1,5.0
836,Maruti,2014,12.765688433465597,35000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
837,Maruti,2014,12.84792653170257,35000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
838,Tata,2017,12.89921982609012,140000,Diesel,Individual,Manual,1,14.07,2956.0,69.01,7.0
839,Maruti,2010,12.301382825334498,40000,Petrol,Individual,Manual,1,19.0,998.0,67.1,5.0
840,Tata,2008,12.506177237980511,110000,Diesel,Individual,Manual,3,14.4,2179.0,120.0,7.0
841,Maruti,2012,12.524526376648708,70000,Petrol,Individual,Manual,2,18.5,1197.0,85.8,5.0
842,Tata,2009,11.736069016284437,100000,Diesel,Individual,Manual,2,17.0,1405.0,71.0,5.0
843,Hyundai,2015,12.793859310432293,20000,Petrol,Individual,Manual,1,19.81,1086.0,68.05,5.0
844,Hyundai,2019,13.217673557208654,15000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
845,Ford,2011,12.206072645530174,70000,Petrol,Individual,Manual,2,16.6,1388.0,68.0,5.0
846,Mahindra,2016,12.697715449879391,20000,Petrol,Individual,Manual,1,18.15,1198.0,82.0,6.0
847,Hyundai,2016,12.959844447906553,15000,Petrol,Individual,Manual,1,19.81,1086.0,68.05,5.0
848,Maruti,2017,13.337474757021274,107000,Diesel,Individual,Manual,1,28.4,1248.0,74.02,5.0
849,Tata,2011,11.77528972943772,54000,Diesel,Individual,Manual,2,18.4,1248.0,75.0,5.0
850,Maruti,2009,11.695247021764184,58000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
851,Mahindra,2011,12.89921982609012,110000,Diesel,Individual,Manual,2,12.05,2179.0,120.0,8.0
852,Hyundai,2007,12.128111104060462,90000,Diesel,Individual,Manual,4,16.8,1493.0,110.0,5.0
853,Hyundai,2015,12.230760380059866,43000,Petrol,Individual,Manual,2,20.3,998.0,68.05,5.0
854,Maruti,2017,13.345506928718539,43000,Diesel,Individual,Manual,1,28.4,1248.0,74.02,5.0
855,Maruti,2013,13.304684934198283,60000,Diesel,Individual,Manual,1,20.77,1248.0,88.8,7.0
856,Tata,2011,11.918390573078392,150000,Petrol,Individual,Manual,1,12.8,1396.0,85.0,5.0
857,Renault,2017,12.611537753638338,35000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
858,Chevrolet,2013,12.345830240069793,46000,Petrol,Individual,Manual,1,18.2,1199.0,84.8,5.0
859,Maruti,2018,12.301382825334498,10000,Petrol,Individual,Manual,1,16.8,796.0,34.2,8.0
860,Hyundai,2016,13.263862939678027,35000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
861,Renault,2016,12.487485104968359,50000,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
862,Maruti,2005,10.819778284410283,60000,Petrol,Individual,Manual,3,,,,
863,Hyundai,2011,12.611537753638338,80000,Diesel,Individual,Manual,1,22.32,1582.0,126.32,5.0
864,Tata,2017,12.948009990259552,110000,Diesel,Individual,Manual,1,24.7,1047.0,69.0,5.0
865,Maruti,2015,13.527828485512494,14000,Diesel,Individual,Manual,1,20.77,1248.0,88.76,7.0
867,Renault,2017,12.577636201962656,28000,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
868,Hyundai,2011,11.982929094215963,57000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
869,Maruti,2017,13.45166712454693,50000,Diesel,Individual,Manual,1,26.59,1248.0,74.0,5.0
871,Toyota,2015,13.864300722133706,60000,Diesel,Individual,Manual,1,21.43,1364.0,87.2,5.0
872,Hyundai,2013,12.89921982609012,70000,Petrol,Individual,Manual,1,18.5,1197.0,82.85,5.0
873,Hyundai,2016,13.122363377404328,40000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
874,Tata,2010,11.918390573078392,120000,Diesel,Individual,Manual,2,21.12,1248.0,88.8,5.0
875,Mahindra,2016,12.89921982609012,140000,Diesel,Individual,Manual,2,14.02,2179.0,118.3,7.0
876,Tata,2010,11.695247021764184,100000,Diesel,Individual,Manual,2,17.0,1405.0,70.0,5.0
877,Mahindra,2014,13.081541382884074,120000,Diesel,Individual,Manual,2,14.02,2179.0,118.3,7.0
878,Tata,2013,12.206072645530174,120000,Diesel,Individual,Manual,2,19.09,1405.0,69.01,5.0
879,Ford,2012,12.611537753638338,64000,Diesel,Individual,Manual,2,17.8,1399.0,67.0,5.0
880,Maruti,2015,12.765688433465597,25000,Petrol,Individual,Manual,1,23.1,998.0,67.04,5.0
881,Renault,2019,13.270783382522602,12000,Petrol,Individual,Manual,1,20.0,999.0,72.0,7.0
882,Chevrolet,2012,12.206072645530174,70000,Diesel,Individual,Manual,2,25.44,936.0,57.6,5.0
883,Mahindra,2016,13.527828485512494,120000,Diesel,Individual,Manual,1,11.0,2179.0,120.0,5.0
884,Renault,2016,12.47227568630483,90000,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
885,Chevrolet,2015,12.823957341589573,40000,Petrol,Individual,Manual,1,18.2,1199.0,82.4,5.0
886,Mahindra,2010,12.676076274775909,300000,Diesel,Individual,Manual,3,13.6,2523.0,63.0,7.0
887,Tata,2012,12.230760380059866,120000,Diesel,Individual,Manual,2,19.09,1396.0,69.0,5.0
888,Hyundai,2003,11.608235644774552,90000,Petrol,Individual,Manual,2,13.2,1495.0,94.0,5.0
889,Ford,2009,11.918390573078392,100000,Diesel,Individual,Manual,4,17.7,1399.0,68.0,5.0
890,Mahindra,2016,13.345506928718539,90000,Diesel,Individual,Manual,2,15.96,2523.0,62.1,7.0
891,Mahindra,2017,14.077874822431765,50000,Diesel,Individual,Manual,2,15.4,1997.0,120.0,7.0
892,Skoda,2015,13.710150042306449,168000,Diesel,Individual,Manual,1,20.6,1968.0,141.0,5.0
893,Ford,2010,12.100712129872347,110000,Diesel,Individual,Manual,2,20.0,1399.0,68.0,5.0
894,Mahindra,2010,12.950388112664518,120000,Diesel,Individual,Manual,2,13.6,2523.0,63.0,7.0
895,Tata,2012,12.230760380059866,120000,Diesel,Individual,Manual,2,19.09,1396.0,69.0,5.0
